# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	438892	440274	-						66752713	HT085_RS02285	1383		old_locus_tag=TUM19854C_04220
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	438892	440274	-	WP_003690828.1	WP_003690828.1		phosphomannomutase/phosphoglucomutase		66752713	HT085_RS02285	1383	460	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	440442	440951	-						66752714	HT085_RS02290	510		old_locus_tag=TUM19854C_04230
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	440442	440951	-	WP_003687796.1	WP_003687796.1		peptidylprolyl isomerase		66752714	HT085_RS02290	510	169	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	441071	442486	-						66752715	HT085_RS02295	1416		old_locus_tag=TUM19854C_04240
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	441071	442486	-	WP_014580126.1	WP_014580126.1		SLC13 family permease		66752715	HT085_RS02295	1416	471	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	442715	443077	-						66752716	HT085_RS02300	363		old_locus_tag=TUM19854C_04250
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	442715	443077	-	WP_003690830.1	WP_003690830.1		VanZ family protein		66752716	HT085_RS02300	363	120	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443074	443280	-						66752717	HT085_RS02305	207		old_locus_tag=TUM19854C_04260
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443074	443280	-	WP_002213975.1	WP_002213975.1		hypothetical protein		66752717	HT085_RS02305	207	68	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443341	443919	-					pth	66752718	HT085_RS02310	579		old_locus_tag=TUM19854C_04270
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443341	443919	-	WP_003687802.1	WP_003687802.1		aminoacyl-tRNA hydrolase	pth	66752718	HT085_RS02310	579	192	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443972	444250	-						66752719	HT085_RS02315	279		old_locus_tag=TUM19854C_04280
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	443972	444250	-	WP_003687804.1	WP_003687804.1		RnfH family protein		66752719	HT085_RS02315	279	92	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	444243	444674	-						66752720	HT085_RS02320	432		old_locus_tag=TUM19854C_04290
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	444243	444674	-	WP_025455777.1	WP_025455777.1		type II toxin-antitoxin system RatA family toxin		66752720	HT085_RS02320	432	143	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	444896	446863	-					ftsH	66752721	HT085_RS02325	1968		old_locus_tag=TUM19854C_04300
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	444896	446863	-	WP_003690832.1	WP_003690832.1		ATP-dependent zinc metalloprotease FtsH	ftsH	66752721	HT085_RS02325	1968	655	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	446927	447547	-						66752722	HT085_RS02330	621		old_locus_tag=TUM19854C_04310
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	446927	447547	-	WP_003687807.1	WP_003687807.1		RlmE family RNA methyltransferase		66752722	HT085_RS02330	621	206	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	447657	447941	+					yhbY	66752723	HT085_RS02335	285		old_locus_tag=TUM19854C_04320
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	447657	447941	+	WP_003690833.1	WP_003690833.1		ribosome assembly RNA-binding protein YhbY	yhbY	66752723	HT085_RS02335	285	94	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	448125	449126	+					hemB	66752724	HT085_RS02340	1002		old_locus_tag=TUM19854C_04330
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	448125	449126	+	WP_003687809.1	WP_003687809.1		porphobilinogen synthase	hemB	66752724	HT085_RS02340	1002	333	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	449190	450347	-						66752725	HT085_RS02345	1158		old_locus_tag=TUM19854C_04340
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	449190	450347	-	WP_003690835.1	WP_003690835.1		PLP-dependent aspartate aminotransferase family protein		66752725	HT085_RS02345	1158	385	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	450415	451323	+					folE2	66752726	HT085_RS02350	909		old_locus_tag=TUM19854C_04350
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	450415	451323	+	WP_017146743.1	WP_017146743.1		GTP cyclohydrolase FolE2	folE2	66752726	HT085_RS02350	909	302	
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	451520	452184	+						66752727	HT085_RS02355	665		pseudo;old_locus_tag=TUM19854C_04360
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	451520	452184	+				NAD(P)H-dependent oxidoreductase		66752727	HT085_RS02355	665		pseudo
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	452239	452997	-						66752728	HT085_RS02360	759		old_locus_tag=TUM19854C_04370
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	452239	452997	-	WP_003687817.1	WP_003687817.1		rRNA pseudouridine synthase		66752728	HT085_RS02360	759	252	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	453022	453912	-						66752729	HT085_RS02365	891		old_locus_tag=TUM19854C_04380
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	453022	453912	-	WP_003687818.1	WP_003687818.1		NAD(+) kinase		66752729	HT085_RS02365	891	296	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	453932	454498	-						66752730	HT085_RS02370	567		old_locus_tag=TUM19854C_04390
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	453932	454498	-	WP_003690844.1	WP_003690844.1		hypothetical protein		66752730	HT085_RS02370	567	188	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	454548	455324	-						66752731	HT085_RS02375	777		old_locus_tag=TUM19854C_04400
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	454548	455324	-	WP_003687820.1	WP_003687820.1		SDR family oxidoreductase		66752731	HT085_RS02375	777	258	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	455379	456029	-						66752732	HT085_RS02380	651		old_locus_tag=TUM19854C_04410
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	455379	456029	-	WP_003690846.1	WP_003690846.1		TetR/AcrR family transcriptional regulator		66752732	HT085_RS02380	651	216	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	456041	457081	-					murB	66752733	HT085_RS02385	1041		old_locus_tag=TUM19854C_04420
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	456041	457081	-	WP_003690849.1	WP_003690849.1		UDP-N-acetylmuramate dehydrogenase	murB	66752733	HT085_RS02385	1041	346	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	457125	458504	-						66752734	HT085_RS02390	1380		old_locus_tag=TUM19854C_04430
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	457125	458504	-	WP_003687823.1	WP_003687823.1		sodium-coupled multidrug efflux MATE transporter NorM		66752734	HT085_RS02390	1380	459	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	458839	459990	+						66752735	HT085_RS02395	1152		old_locus_tag=TUM19854C_04440
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	458839	459990	+	WP_003690853.1	WP_003690853.1		ATP phosphoribosyltransferase regulatory subunit		66752735	HT085_RS02395	1152	383	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	460095	461393	+						66752736	HT085_RS02400	1299		old_locus_tag=TUM19854C_04450
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	460095	461393	+	WP_010359891.1	WP_010359891.1		adenylosuccinate synthase		66752736	HT085_RS02400	1299	432	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	461629	462468	-					htpX	66752737	HT085_RS02405	840		old_locus_tag=TUM19854C_04460
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	461629	462468	-	WP_010357358.1	WP_010357358.1		protease HtpX	htpX	66752737	HT085_RS02405	840	279	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	462683	463330	+					adk	66752738	HT085_RS02410	648		old_locus_tag=TUM19854C_04470
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	462683	463330	+	WP_003687832.1	WP_003687832.1		adenylate kinase	adk	66752738	HT085_RS02410	648	215	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	463699	464439	+					pyrF	66752739	HT085_RS02415	741		old_locus_tag=TUM19854C_04480
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	463699	464439	+	WP_003687835.1	WP_003687835.1		orotidine-5'-phosphate decarboxylase	pyrF	66752739	HT085_RS02415	741	246	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	464495	465457	+					hldA	66752740	HT085_RS02420	963		old_locus_tag=TUM19854C_04490
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	464495	465457	+	WP_003687836.1	WP_003687836.1		ADP-heptose synthase	hldA	66752740	HT085_RS02420	963	320	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	465521	466525	+					rfaD	66752741	HT085_RS02425	1005		old_locus_tag=TUM19854C_04500
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	465521	466525	+	WP_003687838.1	WP_003687838.1		ADP-glyceromanno-heptose 6-epimerase	rfaD	66752741	HT085_RS02425	1005	334	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	466600	468144	+						66752742	HT085_RS02430	1545		old_locus_tag=TUM19854C_04510
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	466600	468144	+	WP_003687840.1	WP_003687840.1		type I restriction-modification system subunit M		66752742	HT085_RS02430	1545	514	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	468260	469111	+					dinD	66752743	HT085_RS02435	852		old_locus_tag=TUM19854C_04520
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	468260	469111	+	WP_003687842.1	WP_003687842.1		DNA damage-inducible protein D	dinD	66752743	HT085_RS02435	852	283	
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	469278	469905	+						66752744	HT085_RS02440	628		pseudo;old_locus_tag=TUM19854C_04540
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	469278	469905	+				restriction endonuclease subunit S		66752744	HT085_RS02440	628		pseudo
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	469931	470500	+						66752745	HT085_RS02445	570		old_locus_tag=TUM19854C_04550
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	469931	470500	+	WP_225577397.1	WP_225577397.1		restriction endonuclease subunit S		66752745	HT085_RS02445	570	189	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	470731	473829	+						66752746	HT085_RS02450	3099		old_locus_tag=TUM19854C_04560
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	470731	473829	+	WP_003690860.1	WP_003690860.1		type I restriction endonuclease subunit R		66752746	HT085_RS02450	3099	1032	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	473869	476160	-					clpA	66752747	HT085_RS02455	2292		old_locus_tag=TUM19854C_04570
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	473869	476160	-	WP_003694941.1	WP_003694941.1		ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	66752747	HT085_RS02455	2292	763	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	476162	476464	-					clpS	66752748	HT085_RS02460	303		old_locus_tag=TUM19854C_04580
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	476162	476464	-	WP_010951037.1	WP_010951037.1		ATP-dependent Clp protease adapter ClpS	clpS	66752748	HT085_RS02460	303	100	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	476709	476912	+						66752749	HT085_RS02465	204		old_locus_tag=TUM19854C_04590
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	476709	476912	+	WP_002217533.1	WP_002217533.1		cold-shock protein		66752749	HT085_RS02465	204	67	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	477211	478542	-					pmbA	66752750	HT085_RS02470	1332		old_locus_tag=TUM19854C_04600
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	477211	478542	-	WP_003690863.1	WP_003690863.1		metalloprotease PmbA	pmbA	66752750	HT085_RS02470	1332	443	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	478696	479202	+						66752751	HT085_RS02475	507		old_locus_tag=TUM19854C_04610
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	478696	479202	+	WP_025455780.1	WP_025455780.1		ribosome-associated protein		66752751	HT085_RS02475	507	168	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	479249	479962	+						66752752	HT085_RS02480	714		old_locus_tag=TUM19854C_04620
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	479249	479962	+	WP_003706625.1	WP_003706625.1		hypothetical protein		66752752	HT085_RS02480	714	237	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	480031	481731	+					recJ	66752753	HT085_RS02485	1701		old_locus_tag=TUM19854C_04630
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	480031	481731	+	WP_003687851.1	WP_003687851.1		single-stranded-DNA-specific exonuclease RecJ	recJ	66752753	HT085_RS02485	1701	566	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	482089	483447	+						66752754	HT085_RS02490	1359		old_locus_tag=TUM19854C_04640
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	482089	483447	+	WP_003687853.1	WP_003687853.1		polynucleotide adenylyltransferase PcnB		66752754	HT085_RS02490	1359	452	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	483620	483943	+						66752755	HT085_RS02495	324		old_locus_tag=TUM19854C_04650
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	483620	483943	+	WP_003687855.1	WP_003687855.1		hypothetical protein		66752755	HT085_RS02495	324	107	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	484048	485001	-						66752756	HT085_RS02500	954		old_locus_tag=TUM19854C_04660
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	484048	485001	-	WP_003690870.1	WP_003690870.1		PhoH family protein		66752756	HT085_RS02500	954	317	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485027	485584	-						66752757	HT085_RS02505	558		old_locus_tag=TUM19854C_04670
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485027	485584	-	WP_012503466.1	WP_012503466.1		glycosyltransferase		66752757	HT085_RS02505	558	185	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485611	486006	-						66752758	HT085_RS02510	396		old_locus_tag=TUM19854C_04680
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485611	486006	-	WP_020996794.1	WP_020996794.1		glycosyltransferase		66752758	HT085_RS02510	396	131	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485931	486233	-						71771585	HT085_RS11665	303		old_locus_tag=TUM19854C_04690
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	485931	486233	-	WP_003694948.1	WP_003694948.1		hypothetical protein		71771585	HT085_RS11665	303	100	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	486365	487069	+						66752759	HT085_RS02515	705		old_locus_tag=TUM19854C_04700
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	486365	487069	+	WP_003687861.1	WP_003687861.1		SIMPL domain-containing protein		66752759	HT085_RS02515	705	234	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	487135	487701	-					dcd	66752760	HT085_RS02520	567		old_locus_tag=TUM19854C_04710
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	487135	487701	-	WP_003687863.1	WP_003687863.1		dCTP deaminase	dcd	66752760	HT085_RS02520	567	188	
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	487768	488185	-						66752761	HT085_RS02525	418		pseudo;old_locus_tag=TUM19854C_04720
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	487768	488185	-				hypothetical protein		66752761	HT085_RS02525	418		pseudo
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	488237	489136	-					rdgC	66752762	HT085_RS02530	900		old_locus_tag=TUM19854C_04730
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	488237	489136	-	WP_003687870.1	WP_003687870.1		recombination-associated protein RdgC	rdgC	66752762	HT085_RS02530	900	299	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	489167	490624	-					der	66752763	HT085_RS02535	1458		old_locus_tag=TUM19854C_04740
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	489167	490624	-	WP_010357432.1	WP_010357432.1		ribosome biogenesis GTPase Der	der	66752763	HT085_RS02535	1458	485	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	490774	491403	-						66752764	HT085_RS02540	630		old_locus_tag=TUM19854C_04750
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	490774	491403	-	WP_003690875.1	WP_003690875.1		YfgM family protein		66752764	HT085_RS02540	630	209	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	491404	492699	-					hisS	66752765	HT085_RS02545	1296		old_locus_tag=TUM19854C_04760
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	491404	492699	-	WP_003690876.1	WP_003690876.1		histidine--tRNA ligase	hisS	66752765	HT085_RS02545	1296	431	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	492827	493483	-						66752766	HT085_RS02550	657		old_locus_tag=TUM19854C_04770
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	492827	493483	-	WP_012503469.1	WP_012503469.1		C39 family peptidase		66752766	HT085_RS02550	657	218	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	493539	493763	-						66752767	HT085_RS02555	225		old_locus_tag=TUM19854C_04780
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	493539	493763	-	WP_003690877.1	WP_003690877.1		hypothetical protein		66752767	HT085_RS02555	225	74	
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	494188	494474	-						66752768	HT085_RS02560	287		pseudo
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	494188	494474	-				hypothetical protein		66752768	HT085_RS02560	287		pseudo
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	494710	494981	-						66752769	HT085_RS02565	272		pseudo;old_locus_tag=TUM19854C_04790
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	494710	494981	-				hypothetical protein		66752769	HT085_RS02565	272		pseudo
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	495858	496109	-						66752770	HT085_RS02570	252		old_locus_tag=TUM19854C_04810
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	495858	496109	-	WP_003690882.1	WP_003690882.1		hypothetical protein		66752770	HT085_RS02570	252	83	
gene	pseudogene	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	496159	496641	-						66752771	HT085_RS02575	483		partial;pseudo;old_locus_tag=TUM19854C_04820
CDS	without_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	496159	496641	-				hypothetical protein		66752771	HT085_RS02575	483		partial;pseudo
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	496807	497730	+						66752772	HT085_RS02580	924		old_locus_tag=TUM19854C_04830
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	496807	497730	+	WP_003690885.1	WP_003690885.1		RluA family pseudouridine synthase		66752772	HT085_RS02580	924	307	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	497809	498450	-						66752773	HT085_RS02585	642		old_locus_tag=TUM19854C_04840
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	497809	498450	-	WP_003687891.1	WP_003687891.1		alpha/beta hydrolase		66752773	HT085_RS02585	642	213	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	498505	499296	-						66752774	HT085_RS02590	792		old_locus_tag=TUM19854C_04850
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	498505	499296	-	WP_003687893.1	WP_003687893.1		polyamine aminopropyltransferase		66752774	HT085_RS02590	792	263	
gene	tRNA	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	499462	499537	+						66752775	HT085_RS02595	76		old_locus_tag=TUM19854C_t00150
tRNA		GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	499462	499537	+				tRNA-Thr		66752775	HT085_RS02595	76		anticodon=TGT
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	499679	500470	+					panB	66752776	HT085_RS02600	792		old_locus_tag=TUM19854C_04860
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	499679	500470	+	WP_003687894.1	WP_003687894.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB	66752776	HT085_RS02600	792	263	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	500593	501429	+					panC	66752777	HT085_RS02605	837		old_locus_tag=TUM19854C_04870
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	500593	501429	+	WP_003690886.1	WP_003690886.1		pantoate--beta-alanine ligase	panC	66752777	HT085_RS02605	837	278	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	501756	503594	+						66752778	HT085_RS02610	1839		old_locus_tag=TUM19854C_04880
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	501756	503594	+	WP_025455781.1	WP_025455781.1		hypothetical protein		66752778	HT085_RS02610	1839	612	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	503734	504315	+						66752779	HT085_RS02615	582		old_locus_tag=TUM19854C_04890
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	503734	504315	+	WP_010357457.1	WP_010357457.1		hypothetical protein		66752779	HT085_RS02615	582	193	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	504325	505170	+					ispE	66752780	HT085_RS02620	846		old_locus_tag=TUM19854C_04900
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	504325	505170	+	WP_003690888.1	WP_003690888.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE	66752780	HT085_RS02620	846	281	
gene	tRNA	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505178	505253	+						66752781	HT085_RS02625	76		old_locus_tag=TUM19854C_t00160
tRNA		GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505178	505253	+				tRNA-Gln		66752781	HT085_RS02625	76		anticodon=TTG
gene	tRNA	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505266	505341	+						66752782	HT085_RS02630	76		old_locus_tag=TUM19854C_t00170
tRNA		GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505266	505341	+				tRNA-Gln		66752782	HT085_RS02630	76		anticodon=TTG
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505509	506492	+						66752783	HT085_RS02635	984		old_locus_tag=TUM19854C_04910
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	505509	506492	+	WP_003687900.1	WP_003687900.1		ribose-phosphate pyrophosphokinase		66752783	HT085_RS02635	984	327	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	506559	507131	+						66752784	HT085_RS02640	573		old_locus_tag=TUM19854C_04920
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	506559	507131	+	WP_003687901.1	WP_003687901.1		50S ribosomal protein L25/general stress protein Ctc		66752784	HT085_RS02640	573	190	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	507257	508426	-						66752785	HT085_RS02645	1170		old_locus_tag=TUM19854C_04930
CDS	with_protein	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	507257	508426	-	WP_003690889.1	WP_003690889.1		D-alanyl-D-alanine carboxypeptidase		66752785	HT085_RS02645	1170	389	
gene	protein_coding	GCF_013030075.1	Primary Assembly	chromosome		NZ_AP023069.1	508575	510101	+					ilvA	66752786	HT085_RS02650	1527		old_locus_tag=TUM19854C_04940
