# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	297953	298273	-	WP_004284295.1	WP_004284295.1		multidrug efflux SMR transporter			EL309_RS01485	321	106	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	298466	299542	-					prfA		EL309_RS01490	1077		old_locus_tag=NCTC12742_00283
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	298466	299542	-	WP_004284294.1	WP_004284294.1		peptide chain release factor 1	prfA		EL309_RS01490	1077	358	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	299816	300151	-							EL309_RS01495	336		old_locus_tag=NCTC12742_00284
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	299816	300151	-	WP_004284292.1	WP_004284292.1		YbaB/EbfC family nucleoid-associated protein			EL309_RS01495	336	111	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	300282	302588	-					dnaX		EL309_RS01500	2307		old_locus_tag=NCTC12742_00285
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	300282	302588	-	WP_004284291.1	WP_004284291.1		DNA polymerase III subunit gamma/tau	dnaX		EL309_RS01500	2307	768	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	302802	303875	-					mltB		EL309_RS01505	1074		old_locus_tag=NCTC12742_00286
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	302802	303875	-	WP_004284290.1	WP_004284290.1		lytic murein transglycosylase B	mltB		EL309_RS01505	1074	357	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	304078	304836	+							EL309_RS01510	759		old_locus_tag=NCTC12742_00287
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	304078	304836	+	WP_004284289.1	WP_004284289.1		endonuclease/exonuclease/phosphatase family protein			EL309_RS01510	759	252	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	304980	305564	+							EL309_RS01515	585		old_locus_tag=NCTC12742_00288
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	304980	305564	+	WP_036494844.1	WP_036494844.1		aminodeoxychorismate/anthranilate synthase component II			EL309_RS01515	585	194	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	305639	306682	+					trpD		EL309_RS01520	1044		old_locus_tag=NCTC12742_00289
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	305639	306682	+	WP_004284287.1	WP_004284287.1		anthranilate phosphoribosyltransferase	trpD		EL309_RS01520	1044	347	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	306979	307452	-					bfr		EL309_RS01525	474		old_locus_tag=NCTC12742_00290
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	306979	307452	-	WP_036494846.1	WP_036494846.1		bacterioferritin	bfr		EL309_RS01525	474	157	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	307484	307948	-					bfr		EL309_RS01530	465		old_locus_tag=NCTC12742_00291
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	307484	307948	-	WP_004284285.1	WP_004284285.1		bacterioferritin	bfr		EL309_RS01530	465	154	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	308410	310221	+					typA		EL309_RS01535	1812		old_locus_tag=NCTC12742_00292
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	308410	310221	+	WP_004284284.1	WP_004284284.1		translational GTPase TypA	typA		EL309_RS01535	1812	603	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	310346	310912	+							EL309_RS01540	567		old_locus_tag=NCTC12742_00293
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	310346	310912	+	WP_004284283.1	WP_004284283.1		hypothetical protein			EL309_RS01540	567	188	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	311062	312009	+					trxB		EL309_RS01545	948		old_locus_tag=NCTC12742_00294
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	311062	312009	+	WP_004284282.1	WP_004284282.1		thioredoxin-disulfide reductase	trxB		EL309_RS01545	948	315	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	312138	312650	-							EL309_RS01550	513		old_locus_tag=NCTC12742_00295
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	312138	312650	-	WP_232014426.1	WP_232014426.1		hypothetical protein			EL309_RS01550	513	170	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	312693	314612	-							EL309_RS01555	1920		old_locus_tag=NCTC12742_00296
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	312693	314612	-	WP_004284278.1	WP_004284278.1		ATP-binding cassette domain-containing protein			EL309_RS01555	1920	639	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	314890	316881	+					betT		EL309_RS01560	1992		old_locus_tag=NCTC12742_00297
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	314890	316881	+	WP_004284277.1	WP_004284277.1		choline BCCT transporter BetT	betT		EL309_RS01560	1992	663	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	317038	317874	+					cysT		EL309_RS01565	837		old_locus_tag=NCTC12742_00298
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	317038	317874	+	WP_004284276.1	WP_004284276.1		sulfate ABC transporter permease subunit CysT	cysT		EL309_RS01565	837	278	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	317974	318834	+					cysW		EL309_RS01570	861		old_locus_tag=NCTC12742_00299
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	317974	318834	+	WP_004284275.1	WP_004284275.1		sulfate ABC transporter permease subunit CysW	cysW		EL309_RS01570	861	286	
gene	pseudogene	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	318884	319075	-							EL309_RS01575	192		partial;pseudo;old_locus_tag=NCTC12742_00300
CDS	without_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	318884	319075	-				ABC transporter six-transmembrane domain-containing protein			EL309_RS01575	192		partial;pseudo
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	319192	320958	-							EL309_RS01580	1767		old_locus_tag=NCTC12742_00301
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	319192	320958	-	WP_004284273.1	WP_004284273.1		ABC transporter ATP-binding protein/permease			EL309_RS01580	1767	588	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	321110	323329	-							EL309_RS01585	2220		old_locus_tag=NCTC12742_00302
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	321110	323329	-	WP_040669875.1	WP_040669875.1		TonB-dependent receptor			EL309_RS01585	2220	739	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	323437	323733	-							EL309_RS01590	297		old_locus_tag=NCTC12742_00303
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	323437	323733	-	WP_004284270.1	WP_004284270.1		hypothetical protein			EL309_RS01590	297	98	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	323867	324940	+							EL309_RS01595	1074		old_locus_tag=NCTC12742_00304
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	323867	324940	+	WP_004286118.1	WP_004286118.1		sulfate/molybdate ABC transporter ATP-binding protein			EL309_RS01595	1074	357	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	325392	327032	+							EL309_RS01600	1641		old_locus_tag=NCTC12742_00305
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	325392	327032	+	WP_004284264.1	WP_004284264.1		ABC transporter substrate-binding protein			EL309_RS01600	1641	546	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	327438	328451	+							EL309_RS01610	1014		old_locus_tag=NCTC12742_00306
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	327438	328451	+	WP_004284261.1	WP_004284261.1		ABC transporter permease			EL309_RS01610	1014	337	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	328474	329379	+							EL309_RS01615	906		old_locus_tag=NCTC12742_00307
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	328474	329379	+	WP_004284259.1	WP_004284259.1		ABC transporter permease subunit			EL309_RS01615	906	301	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	329379	330377	+							EL309_RS01620	999		old_locus_tag=NCTC12742_00308
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	329379	330377	+	WP_004284258.1	WP_004284258.1		ABC transporter ATP-binding protein			EL309_RS01620	999	332	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	330374	331348	+							EL309_RS01625	975		old_locus_tag=NCTC12742_00309
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	330374	331348	+	WP_040669871.1	WP_040669871.1		ABC transporter ATP-binding protein			EL309_RS01625	975	324	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	331818	333221	+							EL309_RS01630	1404		old_locus_tag=NCTC12742_00310
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	331818	333221	+	WP_004284254.1	WP_004284254.1		SLC13 family permease			EL309_RS01630	1404	467	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	333345	334310	-							EL309_RS01635	966		old_locus_tag=NCTC12742_00311
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	333345	334310	-	WP_004284253.1	WP_004284253.1		tRNA-dihydrouridine synthase			EL309_RS01635	966	321	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	334418	335323	-					hemF		EL309_RS01640	906		old_locus_tag=NCTC12742_00312
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	334418	335323	-	WP_004284252.1	WP_004284252.1		oxygen-dependent coproporphyrinogen oxidase	hemF		EL309_RS01640	906	301	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	335423	336697	-							EL309_RS01645	1275		old_locus_tag=NCTC12742_00313
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	335423	336697	-	WP_004284251.1	WP_004284251.1		NupC/NupG family nucleoside CNT transporter			EL309_RS01645	1275	424	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	336911	337354	+							EL309_RS01650	444		old_locus_tag=NCTC12742_00314
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	336911	337354	+	WP_004284250.1	WP_004284250.1		peroxiredoxin			EL309_RS01650	444	147	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	337369	337953	+							EL309_RS01655	585		old_locus_tag=NCTC12742_00315
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	337369	337953	+	WP_004284249.1	WP_004284249.1		GNAT family N-acetyltransferase			EL309_RS01655	585	194	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	337975	338442	+							EL309_RS01660	468		old_locus_tag=NCTC12742_00316
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	337975	338442	+	WP_004284247.1	WP_004284247.1		methylated-DNA--[protein]-cysteine S-methyltransferase			EL309_RS01660	468	155	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	338524	339396	+					xerD		EL309_RS01665	873		old_locus_tag=NCTC12742_00317
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	338524	339396	+	WP_004284245.1	WP_004284245.1		site-specific tyrosine recombinase XerD	xerD		EL309_RS01665	873	290	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	339585	340328	+					tadA		EL309_RS01670	744		old_locus_tag=NCTC12742_00318
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	339585	340328	+	WP_193777296.1	WP_193777296.1		tRNA adenosine(34) deaminase TadA	tadA		EL309_RS01670	744	247	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	340502	341392	+							EL309_RS01675	891		old_locus_tag=NCTC12742_00319
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	340502	341392	+	WP_004284241.1	WP_004284241.1		NAD(+) kinase			EL309_RS01675	891	296	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	341551	342903	+					ribB		EL309_RS01680	1353		old_locus_tag=NCTC12742_00320
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	341551	342903	+	WP_004284240.1	WP_004284240.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		EL309_RS01680	1353	450	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	343123	344004	+							EL309_RS01685	882		old_locus_tag=NCTC12742_00321
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	343123	344004	+	WP_004284238.1	WP_004284238.1		DMT family transporter			EL309_RS01685	882	293	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	344067	344390	+							EL309_RS01690	324		old_locus_tag=NCTC12742_00322
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	344067	344390	+	WP_004284237.1	WP_004284237.1		DUF2185 domain-containing protein			EL309_RS01690	324	107	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	344447	344917	+					ribH		EL309_RS01695	471		old_locus_tag=NCTC12742_00323
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	344447	344917	+	WP_004284236.1	WP_004284236.1		6,7-dimethyl-8-ribityllumazine synthase	ribH		EL309_RS01695	471	156	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345006	345443	+					nusB		EL309_RS01700	438		old_locus_tag=NCTC12742_00324
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345006	345443	+	WP_004284234.1	WP_004284234.1		transcription antitermination factor NusB	nusB		EL309_RS01700	438	145	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345537	345722	+							EL309_RS01705	186		old_locus_tag=NCTC12742_00325
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345537	345722	+	WP_004284233.1	WP_004284233.1		DUF3460 family protein			EL309_RS01705	186	61	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345734	346402	+							EL309_RS01710	669		old_locus_tag=NCTC12742_00326
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	345734	346402	+	WP_004284231.1	WP_004284231.1		class I SAM-dependent methyltransferase			EL309_RS01710	669	222	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	346417	347091	+							EL309_RS01715	675		old_locus_tag=NCTC12742_00327
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	346417	347091	+	WP_040669869.1	WP_040669869.1		tetratricopeptide repeat protein			EL309_RS01715	675	224	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	347165	347653	+					purE		EL309_RS01720	489		old_locus_tag=NCTC12742_00328
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	347165	347653	+	WP_004284228.1	WP_004284228.1		5-(carboxyamino)imidazole ribonucleotide mutase	purE		EL309_RS01720	489	162	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	347916	348845	-					ribF		EL309_RS01725	930		old_locus_tag=NCTC12742_00329
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	347916	348845	-	WP_004284224.1	WP_004284224.1		bifunctional riboflavin kinase/FAD synthetase	ribF		EL309_RS01725	930	309	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	349157	349906	+							EL309_RS01730	750		old_locus_tag=NCTC12742_00330
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	349157	349906	+	WP_036494849.1	WP_036494849.1		amino acid ABC transporter permease			EL309_RS01730	750	249	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	349973	351244	-							EL309_RS01735	1272		old_locus_tag=NCTC12742_00331
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	349973	351244	-	WP_232014427.1	WP_232014427.1		hypothetical protein			EL309_RS01735	1272	423	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	351664	351837	-							EL309_RS01740	174		old_locus_tag=NCTC12742_00332
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	351664	351837	-	WP_004284217.1	WP_004284217.1		tetratricopeptide repeat protein			EL309_RS01740	174	57	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	351999	354038	-					recG		EL309_RS01745	2040		old_locus_tag=NCTC12742_00333
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	351999	354038	-	WP_004284215.1	WP_004284215.1		ATP-dependent DNA helicase RecG	recG		EL309_RS01745	2040	679	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	354228	354704	-					lysM		EL309_RS01750	477		old_locus_tag=NCTC12742_00334
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	354228	354704	-	WP_004284214.1	WP_004284214.1		peptidoglycan-binding protein LysM	lysM		EL309_RS01750	477	158	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	354877	355557	+							EL309_RS01755	681		old_locus_tag=NCTC12742_00335
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	354877	355557	+	WP_004284213.1	WP_004284213.1		sulfite exporter TauE/SafE family protein			EL309_RS01755	681	226	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	355620	356429	-							EL309_RS01760	810		old_locus_tag=NCTC12742_00336
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	355620	356429	-	WP_036494852.1	WP_036494852.1		sulfite exporter TauE/SafE family protein			EL309_RS01760	810	269	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	356519	357265	-					pssA		EL309_RS01765	747		old_locus_tag=NCTC12742_00337
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	356519	357265	-	WP_004284211.1	WP_004284211.1		CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA		EL309_RS01765	747	248	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	357423	358271	+							EL309_RS01770	849		old_locus_tag=NCTC12742_00338
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	357423	358271	+	WP_050793678.1	WP_050793678.1		mechanosensitive ion channel family protein			EL309_RS01770	849	282	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	358386	358724	+							EL309_RS01775	339		old_locus_tag=NCTC12742_00339
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	358386	358724	+	WP_004284208.1	WP_004284208.1		carbohydrate porin			EL309_RS01775	339	112	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	358903	359802	+					rarD		EL309_RS01780	900		old_locus_tag=NCTC12742_00340
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	358903	359802	+	WP_004284207.1	WP_004284207.1		EamA family transporter RarD	rarD		EL309_RS01780	900	299	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	359877	360764	-							EL309_RS01785	888		old_locus_tag=NCTC12742_00341
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	359877	360764	-	WP_004284206.1	WP_004284206.1		chorismate mutase			EL309_RS01785	888	295	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	360984	363140	+							EL309_RS01790	2157		old_locus_tag=NCTC12742_00342
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	360984	363140	+	WP_004284204.1	WP_004284204.1		AsmA family protein			EL309_RS01790	2157	718	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	363242	364837	+					mnmC		EL309_RS01795	1596		old_locus_tag=NCTC12742_00343
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	363242	364837	+	WP_193777295.1	WP_193777295.1		FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	mnmC		EL309_RS01795	1596	531	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	364885	365271	-							EL309_RS01800	387		old_locus_tag=NCTC12742_00344
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	364885	365271	-	WP_004284202.1	WP_004284202.1		DUF4124 domain-containing protein			EL309_RS01800	387	128	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	365439	366902	+					guaB		EL309_RS01805	1464		old_locus_tag=NCTC12742_00345
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	365439	366902	+	WP_036494826.1	WP_036494826.1		IMP dehydrogenase	guaB		EL309_RS01805	1464	487	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	367019	367297	+							EL309_RS10640	279		old_locus_tag=NCTC12742_00346
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	367019	367297	+	WP_036494828.1	WP_036494828.1		hypothetical protein			EL309_RS10640	279	92	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	367652	368938	+					eno		EL309_RS01810	1287		old_locus_tag=NCTC12742_00347
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	367652	368938	+	WP_004284196.1	WP_004284196.1		phosphopyruvate hydratase	eno		EL309_RS01810	1287	428	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	368948	369223	+					ftsB		EL309_RS01815	276		old_locus_tag=NCTC12742_00348
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	368948	369223	+	WP_004284194.1	WP_004284194.1		cell division protein FtsB	ftsB		EL309_RS01815	276	91	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	369615	371327	-							EL309_RS01820	1713		old_locus_tag=NCTC12742_00349
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	369615	371327	-	WP_004284192.1	WP_004284192.1		proline--tRNA ligase			EL309_RS01820	1713	570	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	371849	372358	-							EL309_RS01825	510		old_locus_tag=NCTC12742_00350
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	371849	372358	-	WP_004284190.1	WP_004284190.1		DUF1841 family protein			EL309_RS01825	510	169	
gene	tmRNA	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	372487	372848	+					ssrA		EL309_RS01830	362		old_locus_tag=NCTC12742_00351
tmRNA		GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	372487	372848	+				transfer-messenger RNA	ssrA		EL309_RS01830	362		
gene	tRNA	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	373045	373121	+							EL309_RS01835	77		old_locus_tag=NCTC12742_00352
tRNA		GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	373045	373121	+				tRNA-Pro			EL309_RS01835	77		anticodon=GGG
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	373218	373973	-							EL309_RS01840	756		old_locus_tag=NCTC12742_00353
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	373218	373973	-	WP_004284189.1	WP_004284189.1		ADP-ribosylglycohydrolase family protein			EL309_RS01840	756	251	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	374185	374490	-							EL309_RS01845	306		old_locus_tag=NCTC12742_00354
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	374185	374490	-	WP_004284187.1	WP_004284187.1		integration host factor subunit alpha			EL309_RS01845	306	101	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	374564	376924	-					pheT		EL309_RS01850	2361		old_locus_tag=NCTC12742_00355
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	374564	376924	-	WP_004284184.1	WP_004284184.1		phenylalanine--tRNA ligase subunit beta	pheT		EL309_RS01850	2361	786	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	377072	378061	-					pheS		EL309_RS01855	990		old_locus_tag=NCTC12742_00356
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	377072	378061	-	WP_004286158.1	WP_004286158.1		phenylalanine--tRNA ligase subunit alpha	pheS		EL309_RS01855	990	329	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	378348	378704	-					rplT		EL309_RS01860	357		old_locus_tag=NCTC12742_00357
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	378348	378704	-	WP_004284179.1	WP_004284179.1		50S ribosomal protein L20	rplT		EL309_RS01860	357	118	
gene	protein_coding	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	378717	378914	-					rpmI		EL309_RS01865	198		old_locus_tag=NCTC12742_00358
CDS	with_protein	GCF_900638685.1	Primary Assembly	chromosome		NZ_LR134533.1	378717	378914	-	WP_004284178.1	WP_004284178.1		50S ribosomal protein L35	rpmI		EL309_RS01865	198	65	
