# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	599934	600218	+						61281189	CCD84_RS03490	285		old_locus_tag=CCD84_03525
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	599934	600218	+	WP_002221100.1	WP_002221100.1		major capsid protein		61281189	CCD84_RS03490	285	94	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600225	600503	+						61281190	CCD84_RS03495	279		old_locus_tag=CCD84_03530
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600225	600503	+	WP_002215768.1	WP_002215768.1		hypothetical protein		61281190	CCD84_RS03495	279	92	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600631	600948	+						61281191	CCD84_RS03500	318		old_locus_tag=CCD84_03535
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600631	600948	+	WP_002230459.1	WP_002230459.1		DUF1132 family protein		61281191	CCD84_RS03500	318	105	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600932	601327	+						61281192	CCD84_RS03505	396		old_locus_tag=CCD84_03540
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	600932	601327	+	WP_002215798.1	WP_002215798.1		hypothetical protein		61281192	CCD84_RS03505	396	131	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	601808	602251	+						61281193	CCD84_RS03510	444		partial;pseudo;old_locus_tag=CCD84_03550
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	601808	602251	+				NAD(P)H-dependent oxidoreductase		61281193	CCD84_RS03510	444		partial;pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	602459	603844	-					pntB	61281194	CCD84_RS03515	1386		old_locus_tag=CCD84_03555
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	602459	603844	-	WP_002222605.1	WP_002222605.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB	61281194	CCD84_RS03515	1386	461	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	603910	604293	-						61281195	CCD84_RS03520	384		old_locus_tag=CCD84_03560
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	603910	604293	-	WP_002229367.1	WP_002229367.1		MAPEG family protein		61281195	CCD84_RS03520	384	127	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	604297	605838	-						61281196	CCD84_RS03525	1542		old_locus_tag=CCD84_03565
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	604297	605838	-	WP_002229370.1	WP_002229370.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha		61281196	CCD84_RS03525	1542	513	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	606128	606961	+					serB	61281197	CCD84_RS03535	834		old_locus_tag=CCD84_03575
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	606128	606961	+	WP_002229371.1	WP_002229371.1		phosphoserine phosphatase SerB	serB	61281197	CCD84_RS03535	834	277	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	607025	608248	+						61281198	CCD84_RS03540	1224		old_locus_tag=CCD84_03580
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	607025	608248	+	WP_002229369.1	WP_002229369.1		chloride channel protein		61281198	CCD84_RS03540	1224	407	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	608409	609989	+					purH	61281199	CCD84_RS03545	1581		old_locus_tag=CCD84_03585
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	608409	609989	+	WP_002222600.1	WP_002222600.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	61281199	CCD84_RS03545	1581	526	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	610602	611558	+						61281200	CCD84_RS03555	957		old_locus_tag=CCD84_03595
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	610602	611558	+	WP_002235716.1	WP_002235716.1		IS110 family transposase		61281200	CCD84_RS03555	957	318	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	611766	612149	+						61281201	CCD84_RS03565	384		old_locus_tag=CCD84_03605
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	611766	612149	+	WP_002219375.1	WP_002219375.1		DUF1018 domain-containing protein		61281201	CCD84_RS03565	384	127	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	612130	612558	+						61281202	CCD84_RS03570	429		old_locus_tag=CCD84_03610
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	612130	612558	+	WP_002233778.1	WP_002233778.1		hypothetical protein		61281202	CCD84_RS03570	429	142	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	612866	613408	+						61281203	CCD84_RS03575	543		old_locus_tag=CCD84_03615
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	612866	613408	+	WP_002222596.1	WP_002222596.1		N-acetylmuramoyl-L-alanine amidase		61281203	CCD84_RS03575	543	180	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613405	613611	+						61281204	CCD84_RS03580	207		old_locus_tag=CCD84_03620
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613405	613611	+	WP_002219372.1	WP_002219372.1		hypothetical protein		61281204	CCD84_RS03580	207	68	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613614	613778	+						61281205	CCD84_RS03585	165		old_locus_tag=CCD84_03625
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613614	613778	+	WP_002215782.1	WP_002215782.1		hypothetical protein		61281205	CCD84_RS03585	165	54	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613781	614017	+						61281206	CCD84_RS03590	237		old_locus_tag=CCD84_03630
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613781	614017	+	WP_002222595.1	WP_002222595.1		hypothetical protein		61281206	CCD84_RS03590	237	78	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613989	614408	+						61281207	CCD84_RS03595	420		old_locus_tag=CCD84_03635
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	613989	614408	+	WP_002222594.1	WP_002222594.1		hypothetical protein		61281207	CCD84_RS03595	420	139	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614428	614610	+						71771331	CCD84_RS12635	183		old_locus_tag=CCD84_03640
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614428	614610	+	WP_002221081.1	WP_002221081.1		hypothetical protein		71771331	CCD84_RS12635	183	60	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614655	614825	-						61281208	CCD84_RS03605	171		old_locus_tag=CCD84_03645
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614655	614825	-	WP_002215844.1	WP_002215844.1		YegP family protein		61281208	CCD84_RS03605	171	56	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614838	615056	+						61281209	CCD84_RS03610	219		old_locus_tag=CCD84_03650
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	614838	615056	+	WP_002215845.1	WP_002215845.1		hypothetical protein		61281209	CCD84_RS03610	219	72	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615053	615391	+						61281210	CCD84_RS03615	339		old_locus_tag=CCD84_03655
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615053	615391	+	WP_002222592.1	WP_002222592.1		hypothetical protein		61281210	CCD84_RS03615	339	112	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615403	615669	+						61281211	CCD84_RS03620	267		old_locus_tag=CCD84_03660
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615403	615669	+	WP_002222591.1	WP_002222591.1		hypothetical protein		61281211	CCD84_RS03620	267	88	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615666	615863	+						61281212	CCD84_RS03625	198		old_locus_tag=CCD84_03665
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615666	615863	+	WP_002219313.1	WP_002219313.1		hypothetical protein		61281212	CCD84_RS03625	198	65	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615866	616372	+						61281213	CCD84_RS03630	507		old_locus_tag=CCD84_03670
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	615866	616372	+	WP_002223797.1	WP_002223797.1		DUF1804 family protein		61281213	CCD84_RS03630	507	168	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	616369	616704	-						71771332	CCD84_RS12640	336		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	616369	616704	-	WP_029770306.1	WP_029770306.1		hypothetical protein		71771332	CCD84_RS12640	336	111	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	616685	617692	-						61281215	CCD84_RS03645	1008		old_locus_tag=CCD84_03680
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	616685	617692	-	WP_149323718.1	WP_149323718.1		IS5 family transposase		61281215	CCD84_RS03645	1008	335	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	617825	619627	-						61281216	CCD84_RS03650	1803		old_locus_tag=CCD84_03685
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	617825	619627	-	WP_002229373.1	WP_002229373.1		YadA family autotransporter adhesin		61281216	CCD84_RS03650	1803	600	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	619739	620299	-						61282717	CCD84_RS12325	561		old_locus_tag=CCD84_03690
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	619739	620299	-	WP_101131968.1	WP_101131968.1		hypothetical protein		61282717	CCD84_RS12325	561	186	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	621760	621930	-						61281217	CCD84_RS03655	171		old_locus_tag=CCD84_03705
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	621760	621930	-	WP_002219368.1	WP_002219368.1		rubredoxin		61281217	CCD84_RS03655	171	56	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	622404	623495	-						61281218	CCD84_RS03660	1092		old_locus_tag=CCD84_03710
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	622404	623495	-	WP_002217325.1	WP_002217325.1		acyl-CoA/acyl-ACP dehydrogenase		61281218	CCD84_RS03660	1092	363	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	623629	624177	-						61281219	CCD84_RS03665	549		old_locus_tag=CCD84_03715
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	623629	624177	-	WP_002236926.1	WP_002236926.1		carboxymuconolactone decarboxylase family protein		61281219	CCD84_RS03665	549	182	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	624332	624703	-						61281220	CCD84_RS03670	372		old_locus_tag=CCD84_03720
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	624332	624703	-	WP_002213703.1	WP_002213703.1		DUF2628 domain-containing protein		61281220	CCD84_RS03670	372	123	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	624998	626689	-					dld	61281221	CCD84_RS03680	1692		old_locus_tag=CCD84_03725
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	624998	626689	-	WP_002259894.1	WP_002259894.1		D-lactate dehydrogenase	dld	61281221	CCD84_RS03680	1692	563	
gene	SRP_RNA	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	626857	626953	-					ffs	61281222	CCD84_RS03685	97		old_locus_tag=CCD84_03730
ncRNA	SRP_RNA	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	626857	626953	-				signal recognition particle sRNA small type	ffs	61281222	CCD84_RS03685	97		
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	627214	631047	+						61281223	CCD84_RS03690	3834		old_locus_tag=CCD84_03735
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	627214	631047	+	WP_002229378.1	WP_002229378.1		FAD/FMN-binding oxidoreductase		61281223	CCD84_RS03690	3834	1277	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	631124	632125	+						61281224	CCD84_RS03695	1002		old_locus_tag=CCD84_03740
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	631124	632125	+	WP_002219362.1	WP_002219362.1		tRNA-dihydrouridine synthase		61281224	CCD84_RS03695	1002	333	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	632187	632369	-						61281225	CCD84_RS03700	183		old_locus_tag=CCD84_03745
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	632187	632369	-	WP_002217317.1	WP_002217317.1		hypothetical protein		61281225	CCD84_RS03700	183	60	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	632556	633563	+						61281226	CCD84_RS03705	1008		old_locus_tag=CCD84_03755
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	632556	633563	+	WP_149323753.1	WP_149323753.1		IS5 family transposase		61281226	CCD84_RS03705	1008	335	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	633813	634052	-						61281227	CCD84_RS03720	240		old_locus_tag=CCD84_03765
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	633813	634052	-	WP_002229382.1	WP_002229382.1		helix-turn-helix transcriptional regulator		61281227	CCD84_RS03720	240	79	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634037	634318	-						61281228	CCD84_RS03725	282		old_locus_tag=CCD84_03770
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634037	634318	-	WP_002213693.1	WP_002213693.1		hypothetical protein		61281228	CCD84_RS03725	282	93	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634365	634568	-						61281229	CCD84_RS03730	204		old_locus_tag=CCD84_03775
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634365	634568	-	WP_002229391.1	WP_002229391.1		hypothetical protein		61281229	CCD84_RS03730	204	67	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634648	635220	-						61281230	CCD84_RS03735	573		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	634648	635220	-	WP_019273911.1	WP_019273911.1		site-specific integrase		61281230	CCD84_RS03735	573	190	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	635199	635510	+						61282718	CCD84_RS12330	312		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	635199	635510	+	WP_170316287.1	WP_170316287.1		hypothetical protein		61282718	CCD84_RS12330	312	103	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	635532	636407	-						61281231	CCD84_RS03745	876		old_locus_tag=CCD84_03790
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	635532	636407	-	WP_002221070.1	WP_002221070.1		DUF3102 domain-containing protein		61281231	CCD84_RS03745	876	291	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	636452	636742	-						61281232	CCD84_RS03750	291		old_locus_tag=CCD84_03795
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	636452	636742	-	WP_002260417.1	WP_002260417.1		DNA-binding phage protein		61281232	CCD84_RS03750	291	96	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	636754	636933	-						61281233	CCD84_RS03755	180		old_locus_tag=CCD84_03800
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	636754	636933	-	WP_029686099.1	WP_029686099.1		DNA-binding protein		61281233	CCD84_RS03755	180	59	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637047	637424	+						61281234	CCD84_RS03760	378		old_locus_tag=CCD84_03805
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637047	637424	+	WP_002221068.1	WP_002221068.1		helix-turn-helix domain-containing protein		61281234	CCD84_RS03760	378	125	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637453	637698	+						61281235	CCD84_RS03765	246		old_locus_tag=CCD84_03810
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637453	637698	+	WP_002213685.1	WP_002213685.1		hypothetical protein		61281235	CCD84_RS03765	246	81	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637932	638900	+						61281236	CCD84_RS03770	969		old_locus_tag=CCD84_03815
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	637932	638900	+	WP_002213684.1	WP_002213684.1		hypothetical protein		61281236	CCD84_RS03770	969	322	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	638897	639379	+						61281237	CCD84_RS03775	483		old_locus_tag=CCD84_03820
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	638897	639379	+	WP_002213683.1	WP_002213683.1		hypothetical protein		61281237	CCD84_RS03775	483	160	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	639469	639972	+						61281238	CCD84_RS03780	504		old_locus_tag=CCD84_03825
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	639469	639972	+	WP_002229388.1	WP_002229388.1		glycoside hydrolase family 108 protein		61281238	CCD84_RS03780	504	167	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640081	640413	+						61281239	CCD84_RS03785	333		old_locus_tag=CCD84_03835
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640081	640413	+	WP_002229389.1	WP_002229389.1		hypothetical protein		61281239	CCD84_RS03785	333	110	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640410	640820	+						61281240	CCD84_RS03790	411		old_locus_tag=CCD84_03840
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640410	640820	+	WP_002213678.1	WP_002213678.1		hypothetical protein		61281240	CCD84_RS03790	411	136	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640825	641574	+						61281241	CCD84_RS03795	750		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	640825	641574	+	WP_002229387.1	WP_002229387.1		IS3 family transposase		61281241	CCD84_RS03795	750	249	
gene	tmRNA	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	641891	642253	-					ssrA	61281242	CCD84_RS03800	363		old_locus_tag=CCD84_03850
tmRNA		GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	641891	642253	-				transfer-messenger RNA	ssrA	61281242	CCD84_RS03800	363		
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	642316	642921	-						61281243	CCD84_RS03805	606		old_locus_tag=CCD84_03855
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	642316	642921	-	WP_002219349.1	WP_002219349.1		Smr/MutS family protein		61281243	CCD84_RS03805	606	201	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	643312	643497	-						61281244	CCD84_RS03815	186		old_locus_tag=CCD84_03865
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	643312	643497	-	WP_224783587.1	WP_224783587.1		hypothetical protein		61281244	CCD84_RS03815	186	61	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	643503	644558	-						61281245	CCD84_RS03820	1056		old_locus_tag=CCD84_03870
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	643503	644558	-	WP_002229381.1	WP_002229381.1		sulfate ABC transporter substrate-binding protein		61281245	CCD84_RS03820	1056	351	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	644664	645146	-						61281246	CCD84_RS03825	483		old_locus_tag=CCD84_03875
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	644664	645146	-	WP_002213671.1	WP_002213671.1		GNAT family N-acetyltransferase		61281246	CCD84_RS03825	483	160	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	645193	646329	-						61281247	CCD84_RS03830	1137		old_locus_tag=CCD84_03880
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	645193	646329	-	WP_002229393.1	WP_002229393.1		5-(carboxyamino)imidazole ribonucleotide synthase		61281247	CCD84_RS03830	1137	378	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	646326	646872	-						61281248	CCD84_RS03835	547		pseudo;old_locus_tag=CCD84_03885
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	646326	646872	-				DUF1643 domain-containing protein		61281248	CCD84_RS03835	547		pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	646869	648344	-					trpE	61281249	CCD84_RS03840	1476		old_locus_tag=CCD84_03890
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	646869	648344	-	WP_149323720.1	WP_149323720.1		anthranilate synthase component I	trpE	61281249	CCD84_RS03840	1476	491	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	648455	648820	-						61281250	CCD84_RS03845	366		old_locus_tag=CCD84_03895
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	648455	648820	-	WP_002213667.1	WP_002213667.1		hypothetical protein		61281250	CCD84_RS03845	366	121	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	648841	650751	-						61281251	CCD84_RS03850	1911		old_locus_tag=CCD84_03900
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	648841	650751	-	WP_002229385.1	WP_002229385.1		ATP-binding cassette domain-containing protein		61281251	CCD84_RS03850	1911	636	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	650770	651414	-						61281252	CCD84_RS03855	645		old_locus_tag=CCD84_03905
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	650770	651414	-	WP_002213665.1	WP_002213665.1		DedA family protein		61281252	CCD84_RS03855	645	214	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	651577	652394	-					opc	61281253	CCD84_RS03860	818		pseudo;old_locus_tag=CCD84_03910
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	651577	652394	-				autotransporter adhesin Opc	opc	61281253	CCD84_RS03860	818		pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	652980	654092	-						61281254	CCD84_RS03865	1113		old_locus_tag=CCD84_03915
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	652980	654092	-	WP_149449332.1	WP_149449332.1		IS5 family transposase		61281254	CCD84_RS03865	1113	370	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	654220	655470	-						61281255	CCD84_RS03870	1251		old_locus_tag=CCD84_03925
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	654220	655470	-	WP_002229421.1	WP_002229421.1		serine hydroxymethyltransferase		61281255	CCD84_RS03870	1251	416	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	655625	655888	-						71771333	CCD84_RS12645	264		
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	655625	655888	-	WP_002255552.1	WP_002255552.1		hypothetical protein		71771333	CCD84_RS12645	264	87	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	655951	657726	-					ggt	61281256	CCD84_RS03880	1776		old_locus_tag=CCD84_03935
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	655951	657726	-	WP_002229422.1	WP_002229422.1		gamma-glutamyltransferase	ggt	61281256	CCD84_RS03880	1776	591	
gene	pseudogene	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	657894	658156	-						61281257	CCD84_RS03885	263		pseudo;old_locus_tag=CCD84_03940
CDS	without_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	657894	658156	-				glutaredoxin		61281257	CCD84_RS03885	263		pseudo
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	658500	658718	+						61281258	CCD84_RS03895	219		old_locus_tag=CCD84_03950
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	658500	658718	+	WP_002213659.1	WP_002213659.1		YdcH family protein		61281258	CCD84_RS03895	219	72	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	658877	659851	-						61281259	CCD84_RS03900	975		old_locus_tag=CCD84_03955
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	658877	659851	-	WP_002229424.1	WP_002229424.1		class 1 fructose-bisphosphatase		61281259	CCD84_RS03900	975	324	
gene	protein_coding	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	659876	660148	+						61282720	CCD84_RS12340	273		old_locus_tag=CCD84_03960
CDS	with_protein	GCF_008330805.1	Primary Assembly	chromosome		NZ_CP021520.1	659876	660148	+	WP_124208559.1	WP_124208559.1		hypothetical protein		61282720	CCD84_RS12340	273	90	
