# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	291182	291763	-							H3L91_RS01445	582		old_locus_tag=H3L91_01445
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	291182	291763	-	WP_007341638.1	WP_007341638.1		carbonic anhydrase			H3L91_RS01445	582	193	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	291856	292353	-					hpaC		H3L91_RS01450	498		old_locus_tag=H3L91_01450
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	291856	292353	-	WP_007341639.1	WP_007341639.1		4-hydroxyphenylacetate 3-monooxygenase, reductase component	hpaC		H3L91_RS01450	498	165	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	292482	292928	-					hpaR		H3L91_RS01455	447		old_locus_tag=H3L91_01455
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	292482	292928	-	WP_040658561.1	WP_040658561.1		homoprotocatechuate degradation operon regulator HpaR	hpaR		H3L91_RS01455	447	148	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	293045	293710	-							H3L91_RS01460	666		old_locus_tag=H3L91_01460
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	293045	293710	-	WP_007341641.1	WP_007341641.1		phosphoglycerate mutase family protein			H3L91_RS01460	666	221	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	293842	294348	-							H3L91_RS01465	507		old_locus_tag=H3L91_01465
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	293842	294348	-	WP_007341642.1	WP_007341642.1		hypothetical protein			H3L91_RS01465	507	168	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	294704	296116	+							H3L91_RS01470	1413		old_locus_tag=H3L91_01470
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	294704	296116	+	WP_007341644.1	WP_007341644.1		sodium:alanine symporter family protein			H3L91_RS01470	1413	470	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	296367	297491	-					ribD		H3L91_RS01475	1125		old_locus_tag=H3L91_01475
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	296367	297491	-	WP_007341647.1	WP_007341647.1		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD		H3L91_RS01475	1125	374	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	297646	298263	-							H3L91_RS01480	618		old_locus_tag=H3L91_01480
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	297646	298263	-	WP_007341648.1	WP_007341648.1		hypothetical protein			H3L91_RS01480	618	205	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	298462	300681	+							H3L91_RS01485	2220		old_locus_tag=H3L91_01485
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	298462	300681	+	WP_007341649.1	WP_007341649.1		FepA family TonB-dependent siderophore receptor			H3L91_RS01485	2220	739	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	300734	300901	-							H3L91_RS01490	168		old_locus_tag=H3L91_01490
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	300734	300901	-	WP_007341650.1	WP_007341650.1		hypothetical protein			H3L91_RS01490	168	55	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	301137	301940	+							H3L91_RS01495	804		old_locus_tag=H3L91_01495
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	301137	301940	+	WP_007341652.1	WP_007341652.1		DUF3579 domain-containing protein			H3L91_RS01495	804	267	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	302098	302874	+					map		H3L91_RS01500	777		old_locus_tag=H3L91_01500
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	302098	302874	+	WP_040658565.1	WP_040658565.1		type I methionyl aminopeptidase	map		H3L91_RS01500	777	258	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	303312	303605	+							H3L91_RS01505	294		old_locus_tag=H3L91_01505
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	303312	303605	+	WP_007341654.1	WP_007341654.1		helix-turn-helix domain-containing protein			H3L91_RS01505	294	97	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	303745	306573	+							H3L91_RS01510	2829		old_locus_tag=H3L91_01510
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	303745	306573	+	WP_007341655.1	WP_007341655.1		valine--tRNA ligase			H3L91_RS01510	2829	942	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	306680	307474	+							H3L91_RS01515	795		old_locus_tag=H3L91_01515
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	306680	307474	+	WP_007341656.1	WP_007341656.1		NYN domain-containing protein			H3L91_RS01515	795	264	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	307697	308689	+							H3L91_RS01520	993		old_locus_tag=H3L91_01520
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	307697	308689	+	WP_007341657.1	WP_007341657.1		virulence RhuM family protein			H3L91_RS01520	993	330	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	309177	309635	-							H3L91_RS01525	459		old_locus_tag=H3L91_01525
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	309177	309635	-	WP_040658568.1	WP_040658568.1		hypothetical protein			H3L91_RS01525	459	152	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	309812	310468	+							H3L91_RS01530	657		old_locus_tag=H3L91_01530
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	309812	310468	+	WP_007341660.1	WP_007341660.1		DUF4189 domain-containing protein			H3L91_RS01530	657	218	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	310563	311153	+							H3L91_RS01535	591		old_locus_tag=H3L91_01535
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	310563	311153	+	WP_007341661.1	WP_007341661.1		DUF4189 domain-containing protein			H3L91_RS01535	591	196	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	311476	311985	+							H3L91_RS01540	510		old_locus_tag=H3L91_01540
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	311476	311985	+	WP_007341663.1	WP_007341663.1		protein disulfide oxidoreductase			H3L91_RS01540	510	169	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	312050	313027	-							H3L91_RS01545	978		old_locus_tag=H3L91_01545
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	312050	313027	-	WP_007341664.1	WP_007341664.1		TerC family protein			H3L91_RS01545	978	325	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	313146	313595	-							H3L91_RS01550	450		old_locus_tag=H3L91_01550
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	313146	313595	-	WP_007341665.1	WP_007341665.1		ClpXP protease specificity-enhancing factor			H3L91_RS01550	450	149	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	313605	314210	-							H3L91_RS01555	606		old_locus_tag=H3L91_01555
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	313605	314210	-	WP_007341666.1	WP_007341666.1		glutathione S-transferase N-terminal domain-containing protein			H3L91_RS01555	606	201	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	314398	315183	-							H3L91_RS01560	786		old_locus_tag=H3L91_01560
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	314398	315183	-	WP_040658573.1	WP_040658573.1		cytochrome c1			H3L91_RS01560	786	261	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	315197	316546	-							H3L91_RS01565	1350		old_locus_tag=H3L91_01565
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	315197	316546	-	WP_007341668.1	WP_007341668.1		cytochrome bc complex cytochrome b subunit			H3L91_RS01565	1350	449	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	316565	317149	-					petA		H3L91_RS01570	585		old_locus_tag=H3L91_01570
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	316565	317149	-	WP_040658574.1	WP_040658574.1		ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		H3L91_RS01570	585	194	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	317271	318020	-							H3L91_RS01575	750		old_locus_tag=H3L91_01575
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	317271	318020	-	WP_007341670.1	WP_007341670.1		Nif3-like dinuclear metal center hexameric protein			H3L91_RS01575	750	249	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	318396	320438	-							H3L91_RS01580	2043		old_locus_tag=H3L91_01580
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	318396	320438	-	WP_040659294.1	WP_040659294.1		M3 family metallopeptidase			H3L91_RS01580	2043	680	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	320709	322532	-					rmuC		H3L91_RS01585	1824		old_locus_tag=H3L91_01585
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	320709	322532	-	WP_007341672.1	WP_007341672.1		DNA recombination protein RmuC	rmuC		H3L91_RS01585	1824	607	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	322744	323628	-					rsgA		H3L91_RS01590	885		old_locus_tag=H3L91_01590
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	322744	323628	-	WP_007341673.1	WP_007341673.1		ribosome small subunit-dependent GTPase A	rsgA		H3L91_RS01590	885	294	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	323899	326025	-					dinG		H3L91_RS01595	2127		old_locus_tag=H3L91_01595
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	323899	326025	-	WP_007341675.1	WP_007341675.1		ATP-dependent DNA helicase DinG	dinG		H3L91_RS01595	2127	708	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	326332	327741	-					dacB		H3L91_RS01600	1410		old_locus_tag=H3L91_01600
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	326332	327741	-	WP_007341677.1	WP_007341677.1		D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB		H3L91_RS01600	1410	469	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	327878	328471	-							H3L91_RS01605	594		old_locus_tag=H3L91_01605
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	327878	328471	-	WP_007341679.1	WP_007341679.1		5-formyltetrahydrofolate cyclo-ligase			H3L91_RS01605	594	197	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	328568	329098	-							H3L91_RS01610	531		old_locus_tag=H3L91_01610
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	328568	329098	-	WP_007341680.1	WP_007341680.1		inorganic diphosphatase			H3L91_RS01610	531	176	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	329197	329394	+							H3L91_RS01615	198		old_locus_tag=H3L91_01615
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	329197	329394	+	WP_007341681.1	WP_007341681.1		hypothetical protein			H3L91_RS01615	198	65	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	329543	330289	+					rpsB		H3L91_RS01620	747		old_locus_tag=H3L91_01620
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	329543	330289	+	WP_040658576.1	WP_040658576.1		30S ribosomal protein S2	rpsB		H3L91_RS01620	747	248	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	330369	331223	+					tsf		H3L91_RS01625	855		old_locus_tag=H3L91_01625
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	330369	331223	+	WP_007341683.1	WP_007341683.1		translation elongation factor Ts	tsf		H3L91_RS01625	855	284	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332048	332320	-					rpmA		H3L91_RS01630	273		old_locus_tag=H3L91_01630
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332048	332320	-	WP_007341687.1	WP_007341687.1		50S ribosomal protein L27	rpmA		H3L91_RS01630	273	90	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332349	332657	-					rplU		H3L91_RS01635	309		old_locus_tag=H3L91_01635
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332349	332657	-	WP_003763980.1	WP_003763980.1		50S ribosomal protein L21	rplU		H3L91_RS01635	309	102	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332869	333843	+							H3L91_RS01640	975		old_locus_tag=H3L91_01640
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	332869	333843	+	WP_007341690.1	WP_007341690.1		polyprenyl synthetase family protein			H3L91_RS01640	975	324	
gene	tRNA	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	333861	333935	+							H3L91_RS01645	75		old_locus_tag=H3L91_01645
tRNA		GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	333861	333935	+				tRNA-Arg			H3L91_RS01645	75		anticodon=CCT
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	334108	334722	+							H3L91_RS01650	615		old_locus_tag=H3L91_01650
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	334108	334722	+	WP_007341691.1	WP_007341691.1		thermonuclease family protein			H3L91_RS01650	615	204	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	335240	336175	-							H3L91_RS01655	936		old_locus_tag=H3L91_01655
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	335240	336175	-	WP_040659296.1	WP_040659296.1		LysR family transcriptional regulator			H3L91_RS01655	936	311	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	336546	337439	+							H3L91_RS01660	894		old_locus_tag=H3L91_01660
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	336546	337439	+	WP_007341695.1	WP_007341695.1		NAD(P)H-hydrate dehydratase			H3L91_RS01660	894	297	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	337561	337968	+							H3L91_RS01665	408		old_locus_tag=H3L91_01665
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	337561	337968	+	WP_040658579.1	WP_040658579.1		bacteriohemerythrin			H3L91_RS01665	408	135	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	338131	338907	+							H3L91_RS01670	777		old_locus_tag=H3L91_01670
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	338131	338907	+	WP_007341697.1	WP_007341697.1		ParA family protein			H3L91_RS01670	777	258	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	339125	339580	-							H3L91_RS01675	456		old_locus_tag=H3L91_01675
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	339125	339580	-	WP_007341699.1	WP_007341699.1		helix-turn-helix transcriptional regulator			H3L91_RS01675	456	151	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	339745	340527	+							H3L91_RS01680	783		old_locus_tag=H3L91_01680
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	339745	340527	+	WP_007341700.1	WP_007341700.1		SDR family NAD(P)-dependent oxidoreductase			H3L91_RS01680	783	260	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	340545	340964	+							H3L91_RS01685	420		old_locus_tag=H3L91_01685
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	340545	340964	+	WP_040658581.1	WP_040658581.1		tautomerase family protein			H3L91_RS01685	420	139	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	341371	342381	-							H3L91_RS01690	1011		old_locus_tag=H3L91_01690
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	341371	342381	-	WP_154647174.1	WP_154647174.1		ABC transporter substrate-binding protein			H3L91_RS01690	1011	336	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	342495	342899	-							H3L91_RS01695	405		old_locus_tag=H3L91_01695
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	342495	342899	-	WP_007341704.1	WP_007341704.1		DUF2478 domain-containing protein			H3L91_RS01695	405	134	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	343002	345029	-							H3L91_RS01700	2028		old_locus_tag=H3L91_01700
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	343002	345029	-	WP_007341705.1	WP_007341705.1		TonB-dependent receptor			H3L91_RS01700	2028	675	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	345104	345286	-							H3L91_RS01705	183		old_locus_tag=H3L91_01705
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	345104	345286	-	WP_154647175.1	WP_154647175.1		hypothetical protein			H3L91_RS01705	183	60	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	345356	348784	+					dnaE		H3L91_RS01710	3429		old_locus_tag=H3L91_01710
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	345356	348784	+	WP_007341707.1	WP_007341707.1		DNA polymerase III subunit alpha	dnaE		H3L91_RS01710	3429	1142	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	348972	350336	+					mnmE		H3L91_RS01715	1365		old_locus_tag=H3L91_01715
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	348972	350336	+	WP_007341709.1	WP_007341709.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		H3L91_RS01715	1365	454	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	350353	350694	+							H3L91_RS01720	342		old_locus_tag=H3L91_01720
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	350353	350694	+	WP_007341710.1	WP_007341710.1		DUF1311 domain-containing protein			H3L91_RS01720	342	113	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	350946	351413	-							H3L91_RS01725	468		old_locus_tag=H3L91_01725
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	350946	351413	-	WP_007341711.1	WP_007341711.1		DUF2750 domain-containing protein			H3L91_RS01725	468	155	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	351423	351968	-							H3L91_RS01730	546		old_locus_tag=H3L91_01730
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	351423	351968	-	WP_040659302.1	WP_040659302.1		DUF615 domain-containing protein			H3L91_RS01730	546	181	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	352071	353399	+					pmbA		H3L91_RS01735	1329		old_locus_tag=H3L91_01735
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	352071	353399	+	WP_040658583.1	WP_040658583.1		metalloprotease PmbA	pmbA		H3L91_RS01735	1329	442	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	353702	354199	+							H3L91_RS01740	498		old_locus_tag=H3L91_01740
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	353702	354199	+	WP_007341714.1	WP_007341714.1		disulfide bond formation protein B			H3L91_RS01740	498	165	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	354313	355173	+							H3L91_RS01745	861		old_locus_tag=H3L91_01745
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	354313	355173	+	WP_040658586.1	WP_040658586.1		ParB/RepB/Spo0J family partition protein			H3L91_RS01745	861	286	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	355475	355816	+							H3L91_RS01750	342		old_locus_tag=H3L91_01750
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	355475	355816	+	WP_244958475.1	WP_244958475.1		ATP synthase subunit I			H3L91_RS01750	342	113	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	355800	356672	+					atpB		H3L91_RS01755	873		old_locus_tag=H3L91_01755
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	355800	356672	+	WP_007341718.1	WP_007341718.1		F0F1 ATP synthase subunit A	atpB		H3L91_RS01755	873	290	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	356770	357003	+					atpE		H3L91_RS01760	234		old_locus_tag=H3L91_01760
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	356770	357003	+	WP_002642492.1	WP_002642492.1		F0F1 ATP synthase subunit C	atpE		H3L91_RS01760	234	77	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	357075	357545	+							H3L91_RS01765	471		old_locus_tag=H3L91_01765
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	357075	357545	+	WP_007341719.1	WP_007341719.1		F0F1 ATP synthase subunit B			H3L91_RS01765	471	156	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	357549	358097	+							H3L91_RS01770	549		old_locus_tag=H3L91_01770
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	357549	358097	+	WP_007341720.1	WP_007341720.1		F0F1 ATP synthase subunit delta			H3L91_RS01770	549	182	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	358108	359655	+					atpA		H3L91_RS01775	1548		old_locus_tag=H3L91_01775
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	358108	359655	+	WP_007341721.1	WP_007341721.1		F0F1 ATP synthase subunit alpha	atpA		H3L91_RS01775	1548	515	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	359679	360557	+					atpG		H3L91_RS01780	879		old_locus_tag=H3L91_01780
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	359679	360557	+	WP_007341722.1	WP_007341722.1		F0F1 ATP synthase subunit gamma	atpG		H3L91_RS01780	879	292	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	360598	361995	+					atpD		H3L91_RS01785	1398		old_locus_tag=H3L91_01785
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	360598	361995	+	WP_007341723.1	WP_007341723.1		F0F1 ATP synthase subunit beta	atpD		H3L91_RS01785	1398	465	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	362008	362433	+							H3L91_RS01790	426		old_locus_tag=H3L91_01790
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	362008	362433	+	WP_007341724.1	WP_007341724.1		F0F1 ATP synthase subunit epsilon			H3L91_RS01790	426	141	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	362600	363097	+							H3L91_RS01795	498		old_locus_tag=H3L91_01795
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	362600	363097	+	WP_007341725.1	WP_007341725.1		META domain-containing protein			H3L91_RS01795	498	165	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	364199	365083	-							H3L91_RS01805	885		old_locus_tag=H3L91_01805
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	364199	365083	-	WP_007341730.1	WP_007341730.1		NUDIX domain-containing protein			H3L91_RS01805	885	294	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	365080	365826	-							H3L91_RS01810	747		old_locus_tag=H3L91_01810
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	365080	365826	-	WP_007341731.1	WP_007341731.1		class I SAM-dependent methyltransferase			H3L91_RS01810	747	248	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	365823	366410	-							H3L91_RS01815	588		old_locus_tag=H3L91_01815
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	365823	366410	-	WP_040659308.1	WP_040659308.1		type II secretion system protein GspG			H3L91_RS01815	588	195	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	366712	366924	+							H3L91_RS01820	213		old_locus_tag=H3L91_01820
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	366712	366924	+	WP_244958490.1	WP_244958490.1		EexN family lipoprotein			H3L91_RS01820	213	70	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	367016	368386	+					purB		H3L91_RS01825	1371		old_locus_tag=H3L91_01825
CDS	with_protein	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	367016	368386	+	WP_007341735.1	WP_007341735.1		adenylosuccinate lyase	purB		H3L91_RS01825	1371	456	
gene	protein_coding	GCF_014055025.1	Primary Assembly	chromosome		NZ_CP059571.1	368502	369404	+							H3L91_RS01830	903		old_locus_tag=H3L91_01830
