# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	651037	651978	-	WP_085363342.1	WP_085363342.1		polyphosphate kinase 2	ppk2		CKV66_RS03010	942	313	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	652185	653981	+							CKV66_RS03015	1797		old_locus_tag=SAMEA4504057_00594
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	652185	653981	+	WP_085363438.1	WP_085363438.1		bifunctional anthranilate synthase component I family protein/aminotransferase class IV			CKV66_RS03015	1797	598	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	654457	655512	-					tal		CKV66_RS03020	1056		old_locus_tag=SAMEA4504057_00595
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	654457	655512	-	WP_085363343.1	WP_085363343.1		transaldolase	tal		CKV66_RS03020	1056	351	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	655597	656571	+							CKV66_RS03025	975		old_locus_tag=SAMEA4504057_00596
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	655597	656571	+	WP_085363344.1	WP_085363344.1		KpsF/GutQ family sugar-phosphate isomerase			CKV66_RS03025	975	324	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	656802	657338	+							CKV66_RS03030	537		old_locus_tag=SAMEA4504057_00597
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	656802	657338	+	WP_085363345.1	WP_085363345.1		HAD family hydrolase			CKV66_RS03030	537	178	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	657335	657916	+					lptC		CKV66_RS03035	582		old_locus_tag=SAMEA4504057_00598
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	657335	657916	+	WP_085363346.1	WP_085363346.1		LPS export ABC transporter periplasmic protein LptC	lptC		CKV66_RS03035	582	193	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	657897	658421	+					lptA		CKV66_RS03040	525		old_locus_tag=SAMEA4504057_00599
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	657897	658421	+	WP_085363347.1	WP_085363347.1		lipopolysaccharide transport periplasmic protein LptA	lptA		CKV66_RS03040	525	174	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	658506	659237	+					lptB		CKV66_RS03045	732		old_locus_tag=SAMEA4504057_00600
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	658506	659237	+	WP_054600555.1	WP_054600555.1		LPS export ABC transporter ATP-binding protein	lptB		CKV66_RS03045	732	243	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	659559	660911	+					rpoN		CKV66_RS03050	1353		old_locus_tag=SAMEA4504057_00601
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	659559	660911	+	WP_085363348.1	WP_085363348.1		RNA polymerase factor sigma-54	rpoN		CKV66_RS03050	1353	450	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	661074	661394	+					raiA		CKV66_RS03055	321		old_locus_tag=SAMEA4504057_00602
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	661074	661394	+	WP_085363349.1	WP_085363349.1		ribosome-associated translation inhibitor RaiA	raiA		CKV66_RS03055	321	106	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	661683	662216	-							CKV66_RS03060	534		old_locus_tag=SAMEA4504057_00603
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	661683	662216	-	WP_085363350.1	WP_085363350.1		alpha/beta hydrolase			CKV66_RS03060	534	177	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	662260	663330	-							CKV66_RS12470	1071		old_locus_tag=SAMEA4504057_00604
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	662260	663330	-	WP_231990512.1	WP_231990512.1		hypothetical protein			CKV66_RS12470	1071	356	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	663445	665484	-					recG		CKV66_RS03070	2040		old_locus_tag=SAMEA4504057_00605
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	663445	665484	-	WP_085363351.1	WP_085363351.1		ATP-dependent DNA helicase RecG	recG		CKV66_RS03070	2040	679	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	665780	666670	-							CKV66_RS03075	891		old_locus_tag=SAMEA4504057_00606
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	665780	666670	-	WP_231990513.1	WP_231990513.1		DMT family transporter			CKV66_RS03075	891	296	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	666946	667608	+							CKV66_RS03080	663		old_locus_tag=SAMEA4504057_00607
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	666946	667608	+	WP_085363352.1	WP_085363352.1		winged helix-turn-helix domain-containing protein			CKV66_RS03080	663	220	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	667828	669735	+					speA		CKV66_RS03085	1908		old_locus_tag=SAMEA4504057_00608
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	667828	669735	+	WP_085363353.1	WP_085363353.1		arginine decarboxylase	speA		CKV66_RS03085	1908	635	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	669825	671420	+					rmuC		CKV66_RS03090	1596		old_locus_tag=SAMEA4504057_00609
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	669825	671420	+	WP_085363354.1	WP_085363354.1		DNA recombination protein RmuC	rmuC		CKV66_RS03090	1596	531	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	671662	672483	-							CKV66_RS03095	822		old_locus_tag=SAMEA4504057_00610
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	671662	672483	-	WP_085363355.1	WP_085363355.1		hypothetical protein			CKV66_RS03095	822	273	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	673083	674171	+							CKV66_RS03105	1089		old_locus_tag=SAMEA4504057_00611
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	673083	674171	+	WP_085363357.1	WP_085363357.1		class I SAM-dependent methyltransferase			CKV66_RS03105	1089	362	
gene	pseudogene	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	674285	674415	+							CKV66_RS12475	131		pseudo
CDS	without_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	674285	674415	+				lipoprotein signal peptidase			CKV66_RS12475	131		pseudo
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	674465	675808	-					gdhA		CKV66_RS03115	1344		old_locus_tag=SAMEA4504057_00612
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	674465	675808	-	WP_085363358.1	WP_085363358.1		NADP-specific glutamate dehydrogenase	gdhA		CKV66_RS03115	1344	447	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	676288	677082	+							CKV66_RS03120	795		old_locus_tag=SAMEA4504057_00613
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	676288	677082	+	WP_085363359.1	WP_085363359.1		thymidylate synthase			CKV66_RS03120	795	264	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	677210	677926	-							CKV66_RS03125	717		old_locus_tag=SAMEA4504057_00614
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	677210	677926	-	WP_085363360.1	WP_085363360.1		hypothetical protein			CKV66_RS03125	717	238	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	678023	678805	-							CKV66_RS03130	783		old_locus_tag=SAMEA4504057_00615
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	678023	678805	-	WP_085363361.1	WP_085363361.1		acetoin reductase			CKV66_RS03130	783	260	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	678993	679310	-							CKV66_RS03135	318		old_locus_tag=SAMEA4504057_00616
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	678993	679310	-	WP_085363362.1	WP_085363362.1		hypothetical protein			CKV66_RS03135	318	105	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	679476	680495	-							CKV66_RS03140	1020		old_locus_tag=SAMEA4504057_00617
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	679476	680495	-	WP_085363363.1	WP_085363363.1		alpha-ketoacid dehydrogenase subunit beta			CKV66_RS03140	1020	339	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	680523	681503	-							CKV66_RS03145	981		old_locus_tag=SAMEA4504057_00618
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	680523	681503	-	WP_085363364.1	WP_085363364.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			CKV66_RS03145	981	326	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	681558	681725	-							CKV66_RS12110	168		
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	681558	681725	-	WP_157739144.1	WP_157739144.1		hypothetical protein			CKV66_RS12110	168	55	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	681731	682786	-							CKV66_RS03150	1056		old_locus_tag=SAMEA4504057_00619
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	681731	682786	-	WP_085363365.1	WP_085363365.1		NAD(+)/NADH kinase			CKV66_RS03150	1056	351	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	683107	684378	+							CKV66_RS03155	1272		old_locus_tag=SAMEA4504057_00620
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	683107	684378	+	WP_085363366.1	WP_085363366.1		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase			CKV66_RS03155	1272	423	
gene	pseudogene	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	684921	685082	+							CKV66_RS12480	162		partial;pseudo
CDS	without_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	684921	685082	+				pilin			CKV66_RS12480	162		partial;pseudo
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685080	685427	+							CKV66_RS03160	348		old_locus_tag=SAMEA4504057_00621
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685080	685427	+	WP_231990534.1	WP_231990534.1		pilin			CKV66_RS03160	348	115	
gene	pseudogene	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685567	685707	+							CKV66_RS12485	141		partial;pseudo
CDS	without_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685567	685707	+				prepilin-type N-terminal cleavage/methylation domain-containing protein			CKV66_RS12485	141		partial;pseudo
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685708	686052	+							CKV66_RS03165	345		old_locus_tag=SAMEA4504057_00622
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	685708	686052	+	WP_231990535.1	WP_231990535.1		pilin			CKV66_RS03165	345	114	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	686090	686833	+							CKV66_RS03170	744		old_locus_tag=SAMEA4504057_00623
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	686090	686833	+	WP_085363369.1	WP_085363369.1		hypothetical protein			CKV66_RS03170	744	247	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	687940	689235	-							CKV66_RS03175	1296		old_locus_tag=SAMEA4504057_00624
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	687940	689235	-	WP_085363370.1	WP_085363370.1		valine--pyruvate transaminase			CKV66_RS03175	1296	431	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	689495	690376	+							CKV66_RS03180	882		old_locus_tag=SAMEA4504057_00625
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	689495	690376	+	WP_085363371.1	WP_085363371.1		metal ABC transporter substrate-binding protein			CKV66_RS03180	882	293	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	690379	691305	+							CKV66_RS03185	927		old_locus_tag=SAMEA4504057_00626
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	690379	691305	+	WP_085363441.1	WP_085363441.1		ATP-binding cassette domain-containing protein			CKV66_RS03185	927	308	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	691309	692172	+							CKV66_RS03190	864		old_locus_tag=SAMEA4504057_00627
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	691309	692172	+	WP_085363372.1	WP_085363372.1		metal ABC transporter permease			CKV66_RS03190	864	287	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	692165	692992	+							CKV66_RS03195	828		old_locus_tag=SAMEA4504057_00628
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	692165	692992	+	WP_085363373.1	WP_085363373.1		metal ABC transporter permease			CKV66_RS03195	828	275	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	693436	696870	-					dnaE		CKV66_RS03200	3435		old_locus_tag=SAMEA4504057_00629
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	693436	696870	-	WP_085363442.1	WP_085363442.1		DNA polymerase III subunit alpha	dnaE		CKV66_RS03200	3435	1144	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	697145	697483	-							CKV66_RS03210	339		old_locus_tag=SAMEA4504057_00630
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	697145	697483	-	WP_169709793.1	WP_169709793.1		PepSY domain-containing protein			CKV66_RS03210	339	112	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	697681	697956	-							CKV66_RS03215	276		old_locus_tag=SAMEA4504057_00631
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	697681	697956	-	WP_211276192.1	WP_211276192.1		DUF805 domain-containing protein			CKV66_RS03215	276	91	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	698177	699016	-					prmC		CKV66_RS03220	840		old_locus_tag=SAMEA4504057_00632
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	698177	699016	-	WP_085363376.1	WP_085363376.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		CKV66_RS03220	840	279	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	699143	699760	-							CKV66_RS03225	618		old_locus_tag=SAMEA4504057_00633
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	699143	699760	-	WP_085363377.1	WP_085363377.1		hypothetical protein			CKV66_RS03225	618	205	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	699841	700464	-							CKV66_RS03230	624		old_locus_tag=SAMEA4504057_00634
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	699841	700464	-	WP_085363378.1	WP_085363378.1		TIGR01621 family pseudouridine synthase			CKV66_RS03230	624	207	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	700475	701047	-							CKV66_RS03235	573		old_locus_tag=SAMEA4504057_00635
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	700475	701047	-	WP_085363379.1	WP_085363379.1		TMEM165/GDT1 family protein			CKV66_RS03235	573	190	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	701267	702814	-							CKV66_RS03240	1548		old_locus_tag=SAMEA4504057_00636
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	701267	702814	-	WP_085363380.1	WP_085363380.1		MFS transporter			CKV66_RS03240	1548	515	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	703160	704041	-							CKV66_RS03245	882		old_locus_tag=SAMEA4504057_00637
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	703160	704041	-	WP_085363381.1	WP_085363381.1		VacJ family lipoprotein			CKV66_RS03245	882	293	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704038	704316	-							CKV66_RS03250	279		old_locus_tag=SAMEA4504057_00638
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704038	704316	-	WP_085363382.1	WP_085363382.1		STAS domain-containing protein			CKV66_RS03250	279	92	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704320	704919	-							CKV66_RS03255	600		old_locus_tag=SAMEA4504057_00639
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704320	704919	-	WP_085363383.1	WP_085363383.1		ABC transporter substrate-binding protein			CKV66_RS03255	600	199	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704954	705463	-					mlaD		CKV66_RS03260	510		old_locus_tag=SAMEA4504057_00640
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	704954	705463	-	WP_085363384.1	WP_085363384.1		outer membrane lipid asymmetry maintenance protein MlaD	mlaD		CKV66_RS03260	510	169	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	705482	706258	-					mlaE		CKV66_RS03265	777		old_locus_tag=SAMEA4504057_00641
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	705482	706258	-	WP_085363443.1	WP_085363443.1		lipid asymmetry maintenance ABC transporter permease subunit MlaE	mlaE		CKV66_RS03265	777	258	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	706316	707122	-							CKV66_RS03270	807		old_locus_tag=SAMEA4504057_00642
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	706316	707122	-	WP_085363385.1	WP_085363385.1		ABC transporter ATP-binding protein			CKV66_RS03270	807	268	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	707436	708743	-							CKV66_RS03275	1308		old_locus_tag=SAMEA4504057_00643
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	707436	708743	-	WP_085363386.1	WP_085363386.1		ATP-binding protein			CKV66_RS03275	1308	435	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	709063	710376	-					argA		CKV66_RS03280	1314		old_locus_tag=SAMEA4504057_00644
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	709063	710376	-	WP_085363387.1	WP_085363387.1		amino-acid N-acetyltransferase	argA		CKV66_RS03280	1314	437	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	710378	710863	-							CKV66_RS03285	486		old_locus_tag=SAMEA4504057_00645
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	710378	710863	-	WP_085363388.1	WP_085363388.1		hypothetical protein			CKV66_RS03285	486	161	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	711245	714028	+					polA		CKV66_RS03290	2784		old_locus_tag=SAMEA4504057_00646
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	711245	714028	+	WP_085363389.1	WP_085363389.1		DNA polymerase I	polA		CKV66_RS03290	2784	927	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	714097	715419	+							CKV66_RS03295	1323		old_locus_tag=SAMEA4504057_00647
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	714097	715419	+	WP_085363390.1	WP_085363390.1		Fic family protein			CKV66_RS03295	1323	440	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	715647	716867	-					lysA		CKV66_RS03300	1221		old_locus_tag=SAMEA4504057_00648
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	715647	716867	-	WP_085363391.1	WP_085363391.1		diaminopimelate decarboxylase	lysA		CKV66_RS03300	1221	406	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	716870	717031	-							CKV66_RS03305	162		old_locus_tag=SAMEA4504057_00649
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	716870	717031	-	WP_085363392.1	WP_085363392.1		lipoprotein			CKV66_RS03305	162	53	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	717107	717433	+					cyaY		CKV66_RS03310	327		old_locus_tag=SAMEA4504057_00650
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	717107	717433	+	WP_085363444.1	WP_085363444.1		iron donor protein CyaY	cyaY		CKV66_RS03310	327	108	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	717588	718817	-							CKV66_RS03315	1230		old_locus_tag=SAMEA4504057_00651
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	717588	718817	-	WP_157739145.1	WP_157739145.1		prolyl oligopeptidase family serine peptidase			CKV66_RS03315	1230	409	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	719303	719788	-							CKV66_RS03320	486		old_locus_tag=SAMEA4504057_00652
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	719303	719788	-	WP_085363394.1	WP_085363394.1		DUF4112 domain-containing protein			CKV66_RS03320	486	161	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	720042	721328	-							CKV66_RS03325	1287		old_locus_tag=SAMEA4504057_00653
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	720042	721328	-	WP_085363395.1	WP_085363395.1		sigma-54 dependent transcriptional regulator			CKV66_RS03325	1287	428	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	721334	723445	-							CKV66_RS03330	2112		old_locus_tag=SAMEA4504057_00654
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	721334	723445	-	WP_085363396.1	WP_085363396.1		PAS domain-containing sensor histidine kinase			CKV66_RS03330	2112	703	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	723449	724042	-							CKV66_RS03335	594		old_locus_tag=SAMEA4504057_00655
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	723449	724042	-	WP_085363397.1	WP_085363397.1		DUF4390 domain-containing protein			CKV66_RS03335	594	197	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	724008	725267	-					rsmB		CKV66_RS03340	1260		old_locus_tag=SAMEA4504057_00656
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	724008	725267	-	WP_085363398.1	WP_085363398.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		CKV66_RS03340	1260	419	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	725264	726187	-					fmt		CKV66_RS03345	924		old_locus_tag=SAMEA4504057_00657
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	725264	726187	-	WP_085363399.1	WP_085363399.1		methionyl-tRNA formyltransferase	fmt		CKV66_RS03345	924	307	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	726215	726718	-					def		CKV66_RS03350	504		old_locus_tag=SAMEA4504057_00658
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	726215	726718	-	WP_085363400.1	WP_085363400.1		peptide deformylase	def		CKV66_RS03350	504	167	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	726886	728163	+							CKV66_RS03355	1278		old_locus_tag=SAMEA4504057_00659
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	726886	728163	+	WP_085363401.1	WP_085363401.1		LysM peptidoglycan-binding domain-containing protein			CKV66_RS03355	1278	425	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	728380	729522	+					dprA		CKV66_RS03360	1143		old_locus_tag=SAMEA4504057_00660
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	728380	729522	+	WP_085363402.1	WP_085363402.1		DNA-processing protein DprA	dprA		CKV66_RS03360	1143	380	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	729538	729993	+							CKV66_RS03365	456		old_locus_tag=SAMEA4504057_00661
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	729538	729993	+	WP_085363403.1	WP_085363403.1		DUF494 family protein			CKV66_RS03365	456	151	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	730172	730369	-							CKV66_RS03370	198		old_locus_tag=SAMEA4504057_00662
CDS	with_protein	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	730172	730369	-	WP_085363404.1	WP_085363404.1		CsbD family protein			CKV66_RS03370	198	65	
gene	protein_coding	GCF_900187305.1	Primary Assembly	chromosome	1	NZ_LT906434.1	730890	731045	+							CKV66_RS03375	156		old_locus_tag=SAMEA4504057_00663
